                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.67596,                0.39397,                0.83949,                0.97452,                0.96351,                0.99177,                0.84235,                0.57033,                0.34678,                0.81799,              0.0010298,              0.0010298,              0.0010298
                    150,                0.62113,                0.38406,                0.84914,                0.96871,                0.95995,                0.99079,                0.83448,                0.58233,                0.35382,                 0.8209,              0.0010232,              0.0010232,              0.0010232
                    151,                0.73986,                0.41509,                0.83292,                0.97167,                0.96124,                0.99108,                  0.838,                0.57579,                0.35161,                0.82091,              0.0010166,              0.0010166,              0.0010166
                    152,                0.69085,                0.41306,                0.86554,                0.97068,                0.96318,                0.99097,                0.84035,                0.57416,                 0.3509,                0.82089,                0.00101,                0.00101,                0.00101
                    153,                0.80302,                0.42251,                0.83803,                0.97448,                0.96188,                0.99116,                0.84078,                0.57432,                0.34945,                0.82009,              0.0010034,              0.0010034,              0.0010034
                    154,                0.66237,                0.40007,                0.83073,                0.97249,                0.95917,                0.99137,                0.83586,                0.57957,                0.34957,                0.81994,              0.0009968,              0.0009968,              0.0009968
                    155,                0.65973,                0.40112,                0.86279,                0.97829,                0.96073,                0.99187,                0.84323,                0.57157,                0.34826,                0.81994,              0.0009902,              0.0009902,              0.0009902
                    156,                0.71933,                0.43828,                0.83889,                  0.967,                0.95543,                0.99086,                0.83973,                 0.5745,                0.35078,                0.82043,              0.0009836,              0.0009836,              0.0009836
                    157,                0.65622,                0.40342,                0.83436,                0.97517,                0.96318,                0.99121,                0.83795,                0.57259,                0.35262,                0.81976,               0.000977,               0.000977,               0.000977
                    158,                0.66356,                0.40855,                0.84656,                0.96859,                0.95614,                0.99083,                0.84508,                0.56262,                0.35104,                0.81807,              0.0009704,              0.0009704,              0.0009704
                    159,                 0.5931,                0.38251,                0.85085,                0.97051,                 0.9568,                0.99092,                0.84283,                0.55809,                0.34786,                0.81605,              0.0009638,              0.0009638,              0.0009638
                    160,                0.63678,                0.38824,                 0.8291,                0.96777,                0.96124,                0.99015,                 0.8402,                 0.5471,                0.34378,                0.81321,              0.0009572,              0.0009572,              0.0009572
                    161,                0.59014,                0.37116,                0.82637,                0.96774,                0.96318,                0.99076,                0.84154,                0.54084,                0.34437,                0.81229,              0.0009506,              0.0009506,              0.0009506
                    162,                 0.6954,                0.41244,                0.83199,                 0.9638,                0.96124,                0.99071,                0.83824,                0.55006,                0.34438,                0.81334,               0.000944,               0.000944,               0.000944
                    163,                0.64922,                0.38393,                 0.8288,                0.95769,                0.96512,                0.99076,                0.84063,                0.54721,                0.34046,                 0.8132,              0.0009374,              0.0009374,              0.0009374
                    164,                0.78369,                0.42848,                0.83968,                0.95632,                0.97093,                0.99094,                0.84076,                0.55207,                0.34301,                0.81333,              0.0009308,              0.0009308,              0.0009308
                    165,                0.76859,                0.43976,                0.84587,                0.96354,                0.97301,                0.99082,                0.83825,                0.56385,                0.34815,                0.81394,              0.0009242,              0.0009242,              0.0009242
                    166,                0.63836,                0.38891,                0.82586,                0.96542,                0.97388,                0.99053,                  0.839,                0.55891,                0.34785,                0.81377,              0.0009176,              0.0009176,              0.0009176
                    167,                0.60075,                0.37972,                0.82935,                0.96343,                0.96999,                0.99048,                0.84679,                0.53841,                0.34384,                0.81207,               0.000911,               0.000911,               0.000911
                    168,                0.64687,                0.38859,                0.82661,                0.96342,                0.96971,                0.99073,                0.84751,                0.53175,                0.34377,                0.81156,              0.0009044,              0.0009044,              0.0009044
                    169,                0.67509,                0.40484,                0.85657,                0.96638,                0.97287,                0.99068,                 0.8463,                0.54215,                0.34337,                0.81188,              0.0008978,              0.0008978,              0.0008978
                    170,                0.66827,                0.39643,                0.84994,                0.96434,                0.97287,                0.99109,                0.84559,                0.55256,                0.34499,                0.81329,              0.0008912,              0.0008912,              0.0008912
                    171,                0.62225,                0.37428,                0.82675,                0.96395,                0.97481,                0.99117,                0.84205,                0.55625,                0.34576,                0.81406,              0.0008846,              0.0008846,              0.0008846
                    172,                0.64875,                0.40682,                0.86714,                0.96655,                0.97481,                0.99218,                0.84557,                0.54602,                0.34181,                0.81277,               0.000878,               0.000878,               0.000878
                    173,                0.63449,                0.39266,                0.83296,                0.97493,                0.97481,                0.99236,                0.85013,                0.53164,                0.33839,                0.80994,              0.0008714,              0.0008714,              0.0008714
                    174,                0.62997,                0.39291,                0.85381,                0.97128,                0.97287,                0.99275,                0.85181,                0.52841,                0.33681,                0.80905,              0.0008648,              0.0008648,              0.0008648
                    175,                0.62733,                0.37775,                0.83323,                0.97113,                0.97787,                0.99251,                0.84789,                0.52886,                0.33795,                0.80794,              0.0008582,              0.0008582,              0.0008582
                    176,                 0.6373,                 0.3762,                0.82595,                 0.9759,                0.97868,                0.99302,                0.84854,                0.53408,                 0.3382,                0.80851,              0.0008516,              0.0008516,              0.0008516
                    177,                0.59426,                0.38552,                0.83179,                0.97473,                 0.9717,                0.99276,                0.85183,                0.53008,                0.33576,                0.80852,               0.000845,               0.000845,               0.000845
                    178,                0.63764,                0.38442,                0.84261,                0.97404,                0.97093,                0.99252,                 0.8557,                0.52516,                0.33387,                0.80909,              0.0008384,              0.0008384,              0.0008384
                    179,                0.62847,                0.37819,                0.83649,                0.98043,                0.97095,                 0.9927,                0.85693,                0.52269,                0.33131,                0.80891,              0.0008318,              0.0008318,              0.0008318
                    180,                0.63026,                0.38468,                0.84494,                0.98432,                0.97481,                0.99258,                0.85971,                0.51268,                0.32905,                0.80772,              0.0008252,              0.0008252,              0.0008252
                    181,                0.68782,                0.40467,                0.82277,                0.98504,                0.97093,                0.99241,                0.85998,                0.51344,                0.32951,                0.80808,              0.0008186,              0.0008186,              0.0008186
                    182,                0.58126,                0.37636,                0.84819,                0.97853,                 0.9715,                0.99168,                0.86366,                0.51354,                0.32818,                0.80827,               0.000812,               0.000812,               0.000812
                    183,                0.54154,                0.35299,                0.82472,                0.98263,                0.96512,                0.99199,                0.86314,                0.51476,                 0.3242,                0.80811,              0.0008054,              0.0008054,              0.0008054
                    184,                0.61015,                0.37805,                0.83624,                0.98018,                0.95865,                0.99137,                 0.8609,                0.51483,                 0.3257,                0.80808,              0.0007988,              0.0007988,              0.0007988
                    185,                0.65978,                0.39407,                0.87581,                0.97056,                0.95844,                0.99145,                0.85563,                0.51472,                0.32645,                0.80778,              0.0007922,              0.0007922,              0.0007922
                    186,                0.63566,                0.38608,                0.84209,                0.97454,                0.96442,                0.99183,                0.85136,                0.52047,                0.32981,                0.80821,              0.0007856,              0.0007856,              0.0007856
                    187,                0.68246,                0.40644,                0.83846,                0.97391,                0.96512,                0.99155,                0.85568,                0.51392,                0.32776,                0.80731,               0.000779,               0.000779,               0.000779
                    188,                0.66444,                0.40238,                0.83903,                0.97256,                0.96512,                0.99199,                 0.8563,                0.50599,                0.32374,                0.80558,              0.0007724,              0.0007724,              0.0007724
                    189,                0.62076,                0.37314,                0.82984,                0.98224,                0.96477,                0.99265,                0.85852,                0.50485,                0.32413,                0.80427,              0.0007658,              0.0007658,              0.0007658
                    190,                0.58642,                0.37712,                0.83394,                0.97495,                0.96899,                0.99241,                0.85411,                0.50962,                0.32669,                0.80453,              0.0007592,              0.0007592,              0.0007592
                    191,                0.58135,                0.35442,                 0.8246,                0.97603,                0.96705,                0.99193,                0.85187,                 0.5071,                0.32341,                0.80443,              0.0007526,              0.0007526,              0.0007526
                    192,                 0.6677,                0.39606,                0.83865,                0.97762,                0.96512,                0.99197,                0.85251,                0.50384,                0.32061,                0.80386,               0.000746,               0.000746,               0.000746
                    193,                 0.6837,                0.40311,                0.82557,                0.97697,                0.96899,                 0.9926,                0.85905,                0.49725,                0.32188,                0.80375,              0.0007394,              0.0007394,              0.0007394
                    194,                0.56235,                0.35212,                0.82589,                0.97632,                0.97287,                0.99197,                0.86257,                0.49589,                0.32441,                0.80394,              0.0007328,              0.0007328,              0.0007328
                    195,                0.69133,                0.39616,                0.84751,                0.97283,                0.97287,                0.99189,                0.86205,                0.49857,                0.32596,                0.80414,              0.0007262,              0.0007262,              0.0007262
                    196,                0.59486,                0.37518,                0.83026,                0.97456,                0.96522,                0.99207,                0.85769,                 0.4985,                 0.3269,                0.80403,              0.0007196,              0.0007196,              0.0007196
                    197,                0.62587,                0.37835,                0.81789,                0.97479,                0.96705,                0.99251,                0.85688,                0.49907,                0.32864,                0.80418,               0.000713,               0.000713,               0.000713
                    198,                0.61039,                0.37244,                0.83948,                0.97369,                0.96512,                0.99234,                0.85934,                0.50355,                0.32961,                0.80482,              0.0007064,              0.0007064,              0.0007064
                    199,                0.71143,                0.40388,                0.82167,                0.97678,                0.96512,                0.99205,                0.85836,                0.50651,                0.33026,                0.80501,              0.0006998,              0.0006998,              0.0006998
                    200,                0.59688,                0.36746,                0.83096,                0.97623,                0.96512,                0.99228,                0.85768,                 0.5055,                0.32821,                0.80461,              0.0006932,              0.0006932,              0.0006932
                    201,                0.67921,                0.39703,                0.83385,                0.97646,                0.96705,                0.99255,                0.85678,                0.50151,                0.32728,                0.80414,              0.0006866,              0.0006866,              0.0006866
                    202,                 0.6884,                0.38139,                0.82525,                0.97284,                 0.9719,                0.99248,                0.85526,                0.49912,                0.32777,                0.80432,                0.00068,                0.00068,                0.00068
                    203,                 0.6116,                0.36465,                0.83602,                0.96902,                0.96973,                0.99219,                0.86039,                0.49914,                0.32519,                0.80485,              0.0006734,              0.0006734,              0.0006734
                    204,                 0.6159,                0.37699,                0.82406,                0.97293,                0.97499,                0.99251,                0.86085,                0.50161,                0.32637,                0.80483,              0.0006668,              0.0006668,              0.0006668
                    205,                 0.6011,                0.37042,                0.81768,                0.97669,                 0.9743,                0.99297,                0.86455,                0.49852,                0.32607,                0.80355,              0.0006602,              0.0006602,              0.0006602
                    206,                0.60882,                0.36546,                0.81774,                0.97668,                0.97416,                0.99311,                0.86723,                0.49046,                0.32285,                0.80268,              0.0006536,              0.0006536,              0.0006536
                    207,                 0.5649,                0.35138,                 0.8265,                0.97689,                0.97481,                0.99295,                0.86593,                0.48854,                0.32374,                 0.8024,               0.000647,               0.000647,               0.000647
                    208,                0.60578,                0.37634,                0.83229,                0.98218,                 0.9612,                0.99242,                0.86718,                0.49143,                0.32267,                0.80258,              0.0006404,              0.0006404,              0.0006404
                    209,                0.58367,                0.35728,                0.82018,                0.97426,                0.96899,                0.99234,                 0.8648,                0.49019,                0.32182,                0.80251,              0.0006338,              0.0006338,              0.0006338
                    210,                0.67815,                0.40809,                0.81331,                0.98232,                0.95543,                0.99303,                0.86439,                0.49663,                0.32389,                0.80312,              0.0006272,              0.0006272,              0.0006272
                    211,                0.67708,                0.39856,                0.82749,                0.98403,                0.95522,                0.99267,                0.86074,                0.50628,                 0.3245,                 0.8039,              0.0006206,              0.0006206,              0.0006206
                    212,                0.63587,                0.38747,                0.84136,                 0.9803,                0.96458,                0.99337,                 0.8638,                0.49825,                0.32202,                 0.8028,               0.000614,               0.000614,               0.000614
                    213,                0.60699,                0.38205,                0.84327,                0.97742,                 0.9593,                0.99287,                 0.8648,                0.48144,                0.31899,                 0.8015,              0.0006074,              0.0006074,              0.0006074
                    214,                0.58435,                0.35224,                0.83014,                0.97752,                0.96512,                 0.9931,                0.86557,                0.48168,                0.31683,                0.80093,              0.0006008,              0.0006008,              0.0006008
                    215,                0.60109,                0.36029,                0.80981,                0.97567,                0.96318,                0.99285,                0.86864,                0.48143,                0.31751,                0.80088,              0.0005942,              0.0005942,              0.0005942
                    216,                0.61943,                0.36708,                0.83296,                0.97679,                0.96512,                0.99277,                0.86448,                0.47815,                0.31628,                0.80077,              0.0005876,              0.0005876,              0.0005876
                    217,                 0.6026,                0.37883,                0.82214,                0.97649,                0.96606,                0.99285,                0.86617,                0.48163,                  0.315,                0.80098,               0.000581,               0.000581,               0.000581
                    218,                0.64444,                 0.3913,                0.82755,                0.97449,                0.96248,                0.99249,                0.86905,                0.48534,                0.31576,                0.80106,              0.0005744,              0.0005744,              0.0005744
                    219,                0.59553,                0.36844,                0.84385,                0.96902,                0.97003,                 0.9924,                0.87373,                0.47857,                0.31547,                0.80029,              0.0005678,              0.0005678,              0.0005678
                    220,                0.56086,                0.35652,                0.81423,                0.97334,                0.96899,                0.99243,                0.87645,                0.47137,                0.31407,                0.79984,              0.0005612,              0.0005612,              0.0005612
                    221,                0.73033,                0.41073,                0.82986,                0.97088,                0.96911,                0.99228,                0.87784,                0.46953,                0.31309,                0.79961,              0.0005546,              0.0005546,              0.0005546
                    222,                0.54795,                0.35524,                0.83275,                0.97469,                0.97013,                0.99266,                  0.878,                0.47142,                0.31482,                0.79999,               0.000548,               0.000548,               0.000548
                    223,                0.63754,                0.36893,                0.82664,                0.96975,                0.96899,                0.99241,                0.87488,                 0.4756,                0.31553,                0.80018,              0.0005414,              0.0005414,              0.0005414
                    224,                0.60385,                0.37078,                0.82427,                0.96532,                0.97105,                0.99261,                0.87574,                0.47931,                0.31564,                0.79966,              0.0005348,              0.0005348,              0.0005348
                    225,                  0.606,                0.36199,                0.82211,                0.96763,                0.97093,                0.99269,                0.87784,                0.47569,                0.31291,                0.79908,              0.0005282,              0.0005282,              0.0005282
                    226,                0.66505,                0.38929,                0.81698,                0.97514,                0.96124,                0.99266,                0.87621,                0.46921,                0.31117,                0.79839,              0.0005216,              0.0005216,              0.0005216
                    227,                0.51427,                0.33198,                0.84224,                0.97484,                0.97093,                0.99319,                0.87385,                0.46305,                0.30937,                0.79766,               0.000515,               0.000515,               0.000515
                    228,                0.63405,                0.37662,                0.82257,                0.97862,                 0.9593,                0.99276,                0.87394,                0.46303,                  0.308,                0.79742,              0.0005084,              0.0005084,              0.0005084
                    229,                0.58906,                0.35574,                 0.8129,                0.97834,                0.96278,                0.99249,                0.87225,                0.46346,                0.30928,                0.79721,              0.0005018,              0.0005018,              0.0005018
                    230,                0.65904,                0.37088,                0.82604,                0.97423,                0.96705,                0.99244,                0.87647,                0.46539,                0.30906,                0.79725,              0.0004952,              0.0004952,              0.0004952
                    231,                0.57116,                  0.357,                  0.814,                0.96526,                0.96927,                0.99252,                0.87373,                0.46762,                0.30801,                0.79769,              0.0004886,              0.0004886,              0.0004886
                    232,                0.54575,                0.35053,                0.82744,                0.96344,                0.97868,                0.99246,                0.87607,                0.46377,                 0.3062,                0.79738,               0.000482,               0.000482,               0.000482
                    233,                0.53229,                0.33425,                0.81836,                0.96263,                0.97287,                0.99236,                0.87373,                0.46012,                0.30658,                0.79687,              0.0004754,              0.0004754,              0.0004754
                    234,                0.52042,                0.34403,                0.81517,                0.97766,                0.95155,                0.99214,                 0.8713,                0.46416,                0.30792,                 0.7978,              0.0004688,              0.0004688,              0.0004688
                    235,                0.54621,                0.34733,                0.81694,                0.97787,                0.95736,                0.99241,                0.86787,                0.47493,                 0.3106,                0.79949,              0.0004622,              0.0004622,              0.0004622
                    236,                0.57185,                0.35835,                0.82027,                0.98017,                0.95804,                0.99269,                0.87056,                0.47392,                0.31161,                0.79944,              0.0004556,              0.0004556,              0.0004556
                    237,                0.57483,                0.35341,                0.80944,                0.97627,                0.95692,                0.99244,                0.87766,                0.46008,                0.30796,                 0.7977,               0.000449,               0.000449,               0.000449
                    238,                0.59994,                 0.3749,                0.82543,                0.97578,                0.96318,                 0.9923,                0.88388,                0.45075,                0.30709,                0.79651,              0.0004424,              0.0004424,              0.0004424
                    239,                0.54358,                0.34385,                0.81129,                0.97468,                0.96966,                0.99271,                0.88315,                   0.45,                0.30521,                0.79623,              0.0004358,              0.0004358,              0.0004358
                    240,                0.56436,                0.36047,                0.82047,                 0.9771,                0.97093,                0.99318,                0.88351,                0.44906,                0.30318,                0.79562,              0.0004292,              0.0004292,              0.0004292
                    241,                0.52142,                0.34654,                0.81292,                0.97328,                0.96705,                0.99279,                0.87903,                 0.4524,                0.30439,                0.79595,              0.0004226,              0.0004226,              0.0004226
                    242,                0.54368,                0.35183,                0.83936,                0.97274,                0.96826,                0.99279,                0.87667,                0.45779,                0.30324,                 0.7972,               0.000416,               0.000416,               0.000416
                    243,                0.63057,                0.37186,                  0.841,                0.97117,                0.97481,                0.99262,                0.87748,                0.45576,                0.30213,                0.79746,              0.0004094,              0.0004094,              0.0004094
                    244,                 0.5683,                 0.3565,                0.83171,                0.96699,                0.97481,                0.99251,                0.88148,                0.45259,                0.30195,                0.79665,              0.0004028,              0.0004028,              0.0004028
                    245,                0.63294,                0.37413,                0.81442,                0.97068,                0.97481,                0.99259,                0.88359,                0.45266,                 0.3019,                0.79653,              0.0003962,              0.0003962,              0.0003962
                    246,                0.56812,                0.34668,                0.81413,                0.96763,                0.97481,                0.99254,                0.88436,                0.45604,                 0.3039,                0.79635,              0.0003896,              0.0003896,              0.0003896
                    247,                0.55616,                0.36626,                0.83886,                0.96732,                0.97509,                0.99269,                0.88369,                0.45394,                0.30301,                0.79626,               0.000383,               0.000383,               0.000383
                    248,                0.64407,                0.36422,                0.81201,                0.97192,                0.97481,                0.99301,                0.88456,                 0.4505,                0.30087,                0.79603,              0.0003764,              0.0003764,              0.0003764
                    249,                0.56215,                0.35552,                0.82198,                0.97388,                0.97674,                0.99328,                0.88607,                0.44728,                0.29958,                0.79587,              0.0003698,              0.0003698,              0.0003698
                    250,                0.58529,                0.36495,                0.83431,                0.97175,                0.97287,                0.99307,                0.89049,                0.44314,                0.29999,                0.79555,              0.0003632,              0.0003632,              0.0003632
                    251,                 0.6108,                0.37574,                0.83494,                0.97483,                0.97595,                0.99339,                0.88882,                0.43758,                0.29648,                0.79467,              0.0003566,              0.0003566,              0.0003566
                    252,                0.51667,                0.33885,                0.82843,                0.96961,                0.97481,                0.99328,                0.89274,                0.43343,                0.29359,                0.79477,                0.00035,                0.00035,                0.00035
                    253,                0.61492,                0.36746,                0.81362,                0.98241,                0.96705,                0.99318,                0.88943,                0.43288,                0.29337,                0.79484,              0.0003434,              0.0003434,              0.0003434
                    254,                0.63092,                0.37185,                0.82832,                0.97381,                0.97093,                0.99334,                0.89166,                0.43312,                0.29216,                0.79474,              0.0003368,              0.0003368,              0.0003368
                    255,                0.54824,                0.34192,                0.82304,                0.96721,                0.97174,                0.99317,                0.88955,                0.43102,                0.29189,                 0.7945,              0.0003302,              0.0003302,              0.0003302
                    256,                0.60315,                0.37111,                0.83167,                0.98222,                0.96344,                0.99291,                0.89101,                0.42913,                0.29079,                0.79393,              0.0003236,              0.0003236,              0.0003236
                    257,                0.55127,                 0.3435,                0.81923,                0.98221,                0.96293,                 0.9929,                0.89083,                0.42914,                0.29176,                0.79358,               0.000317,               0.000317,               0.000317
                    258,                0.57827,                0.35591,                0.80557,                0.98195,                0.96318,                0.99281,                0.88824,                0.42868,                0.29267,                 0.7934,              0.0003104,              0.0003104,              0.0003104
                    259,                0.54153,                0.35021,                0.82587,                 0.9818,                0.96512,                0.99271,                0.88931,                0.43291,                0.29537,                0.79383,              0.0003038,              0.0003038,              0.0003038
                    260,                0.50238,                0.32085,                0.81589,                0.98035,                0.96687,                 0.9927,                0.88832,                0.43689,                0.29734,                0.79425,              0.0002972,              0.0002972,              0.0002972
                    261,                0.54403,                0.34227,                0.80776,                0.97998,                0.96705,                0.99272,                0.88794,                0.43819,                0.29507,                0.79423,              0.0002906,              0.0002906,              0.0002906
                    262,                0.57799,                0.35765,                0.80905,                0.98063,                0.96705,                 0.9927,                0.88845,                0.43653,                0.29476,                0.79377,               0.000284,               0.000284,               0.000284
                    263,                0.52597,                0.33579,                0.82425,                0.97769,                0.96512,                0.99285,                0.88778,                0.43127,                0.29297,                0.79319,              0.0002774,              0.0002774,              0.0002774
                    264,                0.51948,                0.32802,                0.80862,                0.97472,                0.97156,                0.99307,                0.88961,                0.42847,                0.29233,                0.79273,              0.0002708,              0.0002708,              0.0002708
                    265,                 0.5416,                 0.3566,                0.84337,                0.97197,                0.97481,                0.99314,                0.88988,                0.42867,                0.29168,                0.79275,              0.0002642,              0.0002642,              0.0002642
                    266,                0.59521,                0.36452,                0.82041,                0.97851,                0.97086,                0.99306,                0.89012,                0.42968,                0.29283,                0.79293,              0.0002576,              0.0002576,              0.0002576
                    267,                0.53822,                0.34937,                0.82315,                0.97661,                0.97115,                0.99307,                0.88962,                0.43173,                0.29214,                0.79335,               0.000251,               0.000251,               0.000251
                    268,                0.53917,                0.34551,                0.82996,                0.97662,                0.97157,                0.99311,                0.88922,                0.43041,                0.29275,                0.79321,              0.0002444,              0.0002444,              0.0002444
                    269,                0.56664,                0.35605,                0.82228,                0.97664,                0.97287,                0.99307,                0.89174,                  0.428,                0.29272,                0.79295,              0.0002378,              0.0002378,              0.0002378
                    270,                0.61255,                0.36255,                 0.8144,                0.97756,                0.97093,                0.99302,                0.89081,                0.42495,                0.29139,                0.79252,              0.0002312,              0.0002312,              0.0002312
                    271,                0.53544,                0.35814,                0.82694,                0.97533,                0.97093,                0.99302,                0.89097,                0.42446,                0.29202,                0.79241,              0.0002246,              0.0002246,              0.0002246
                    272,                0.56072,                 0.3628,                0.80702,                0.97283,                0.97152,                0.99298,                0.88979,                0.42406,                0.29178,                0.79237,               0.000218,               0.000218,               0.000218
                    273,                 0.4691,                0.31813,                0.81944,                0.97237,                0.97287,                0.99306,                 0.8897,                0.42399,                 0.2926,                0.79225,              0.0002114,              0.0002114,              0.0002114
                    274,                 0.5644,                0.35086,                0.81816,                0.97476,                0.97298,                0.99307,                0.89117,                0.42411,                0.29323,                 0.7921,              0.0002048,              0.0002048,              0.0002048
                    275,                0.52738,                0.33597,                0.81838,                0.97476,                0.97303,                  0.993,                0.89064,                0.42249,                0.29396,                0.79201,              0.0001982,              0.0001982,              0.0001982
                    276,                0.49645,                0.32086,                0.82323,                0.97447,                0.97287,                0.99294,                0.88978,                0.42185,                0.29227,                0.79174,              0.0001916,              0.0001916,              0.0001916
                    277,                0.55292,                0.34947,                0.81678,                 0.9746,                0.96659,                0.99282,                0.88999,                0.42114,                0.29036,                 0.7916,               0.000185,               0.000185,               0.000185
                    278,                0.53844,                0.34753,                0.81139,                0.97274,                0.96512,                0.99278,                0.88968,                 0.4202,                0.29098,                0.79144,              0.0001784,              0.0001784,              0.0001784
                    279,                0.52989,                0.33651,                0.82095,                0.97271,                0.96717,                0.99278,                0.88945,                0.41906,                0.28985,                0.79139,              0.0001718,              0.0001718,              0.0001718
                    280,                0.55449,                0.34493,                0.81221,                 0.9727,                0.96666,                 0.9928,                0.89058,                0.41648,                0.28849,                 0.7912,              0.0001652,              0.0001652,              0.0001652
                    281,                0.58607,                0.38103,                0.82395,                0.97075,                0.96461,                0.99263,                0.89169,                0.41555,                0.28714,                0.79129,              0.0001586,              0.0001586,              0.0001586
                    282,                0.66075,                0.38033,                0.84047,                0.97269,                0.96649,                 0.9928,                0.89015,                0.41542,                0.28731,                0.79096,               0.000152,               0.000152,               0.000152
                    283,                0.52832,                0.34081,                0.81856,                0.96997,                0.96899,                0.99269,                0.89035,                0.41564,                 0.2873,                0.79112,              0.0001454,              0.0001454,              0.0001454
                    284,                 0.5476,                0.34415,                0.81211,                0.96731,                0.97475,                0.99271,                0.89045,                0.41492,                0.28654,                 0.7911,              0.0001388,              0.0001388,              0.0001388
                    285,                0.51422,                0.33329,                0.81086,                0.96632,                0.97674,                0.99304,                 0.8897,                0.41621,                0.28861,                0.79119,              0.0001322,              0.0001322,              0.0001322
                    286,                0.56537,                0.36017,                0.82176,                0.96295,                0.97674,                0.99289,                0.89061,                0.41598,                0.28867,                0.79109,              0.0001256,              0.0001256,              0.0001256
                    287,                0.64915,                0.39284,                 0.8192,                0.96364,                0.97595,                0.99303,                0.89236,                0.41551,                0.28738,                0.79103,               0.000119,               0.000119,               0.000119
                    288,                0.57235,                0.36433,                0.82852,                0.96619,                0.97674,                0.99318,                0.89179,                0.41524,                0.28791,                0.79086,              0.0001124,              0.0001124,              0.0001124
                    289,                0.53782,                 0.3424,                0.81691,                0.96785,                0.97674,                0.99317,                0.89261,                 0.4138,                0.28728,                0.79071,              0.0001058,              0.0001058,              0.0001058
                    290,                0.49582,                0.32562,                0.80798,                0.96938,                0.97481,                0.99327,                0.89241,                0.41403,                0.28747,                0.79067,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.54544,                0.35528,                0.82016,                0.96739,                0.97745,                0.99336,                 0.8916,                0.41455,                0.28858,                0.79047,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.48124,                0.32271,                0.80202,                0.96933,                0.98012,                0.99343,                0.89105,                0.41549,                0.28911,                0.79054,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.55871,                0.36134,                0.82484,                0.96934,                0.98041,                0.99336,                0.89011,                0.41687,                0.28824,                0.79064,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.54361,                0.33707,                0.80774,                0.97474,                0.97207,                0.99334,                0.88981,                0.42036,                 0.2904,                0.79092,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.54533,                 0.3385,                0.82142,                 0.9712,                0.98016,                0.99358,                 0.8894,                0.42073,                0.28984,                0.79112,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                 0.5225,                0.34424,                 0.8082,                0.97117,                 0.9791,                0.99354,                0.89011,                0.42358,                0.29019,                0.79145,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.49368,                0.32617,                0.79796,                0.97117,                0.97939,                0.99362,                0.88903,                0.42514,                0.29156,                 0.7917,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.49237,                0.32621,                0.79116,                0.97124,                0.98062,                0.99362,                0.88879,                0.42508,                0.29119,                0.79168,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.54597,                0.34516,                0.80883,                0.97008,                0.98062,                0.99348,                0.88811,                0.42612,                 0.2918,                0.79178,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.51286,                0.32447,                0.80485,                0.97304,                0.97935,                0.99362,                0.88869,                0.42829,                0.29234,                0.79179,               3.32e-05,               3.32e-05,               3.32e-05
